"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
45113-00083,오정공원,어린이공원,,전라북도 전주시 덕진구 중동 783-4,35.834749,127.0605874270,1641.2,,,,,,2011-07-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00084,느티나무공원,어린이공원,전라북도 전주시 덕진구 벚꽃4길 9-11,전라북도 전주시 덕진구 진북동 1022-10,35.8283609,127.1349598,1329,,,,,,2011-07-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00086,건산공원,어린이공원,전라북도 전주시 덕진구 건산1길 21-3,전라북도 전주시 덕진구 진북동 339-6,35.8318687,127.1425954,1132.9,,,,,,2011-07-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00087,원장동공원,근린공원,,전라북도 전주시 덕진구 장동 1065,35.8413038377,127.0555797598,16103.7,운동기구,조합놀이대+시소,정자+벤치,,,2011-12-01,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00088,만성지구 2,근린공원,,전라북도 전주시 덕진구 만성동 962,35.8351751,127.0712343,16604,,,,,수경설비,2011-12-29,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00089,엽순공원,근린공원,,전라북도 전주시 덕진구 장동 1073-1,35.8430172966,127.0607347434,83224.7,,,,,,2012-06-25,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00090,송천유남공원,소공원,,전라북도 전주시 덕진구 송천동 97-8,35.8634308,127.130367,1017,,,,,,2013-05-15,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00091,에코시티7호,소공원,,전라북도 전주시 덕진구 송천동2가 1346,35.8747062380,127.1399388421,1444,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00092,에코시티8호,소공원,,전라북도 전주시 덕진구 송천동2가 1365-4,35.8714514140,127.1394612231,1026,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00093,에코시티1호,소공원,,전라북도 전주시 덕진구 송천동2가 377-66,35.8769131979,127.1149480231,807,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00094,에코시티2호,소공원,,전라북도 전주시 덕진구 송천동2가 377-66,35.8769131979,127.1149480231,1041,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00095,에코시티3호,소공원,,전라북도 전주시 덕진구 송천동2가 377-66,35.8769131979,127.1149480231,1037,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00096,에코시티4호,소공원,,전라북도 전주시 덕진구 송천동2가 377-66,35.8769131979,127.1149480231,993,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00097,에코시티5호,소공원,,전라북도 전주시 덕진구 송천동2가 377-66,35.8769131979,127.1149480231,1033,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00098,에코시티6호,소공원,,전라북도 전주시 덕진구 송천동2가 377-66,35.8769131979,127.1149480231,1087,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00099,에코시티9호,소공원,,전라북도 전주시 덕진구 송천동2가 377-66,35.8769131979,127.1149480231,1320,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00100,백석공원,근린공원,,전라북도 전주시 덕진구 송천동2가 1293-86,35.8816564622,127.1241909209,93743,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00101,세병공원,근린공원,,전라북도 전주시 덕진구 송천동2가 1316,35.8759214305,127.1320572047,200481,족구장+풋살장+농구장+다목적구장,,정자+화장실+벤치,,수경설비,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00102,붓내공원,근린공원,,전라북도 전주시 덕진구 송천동2가 1339,35.8714077095,127.1296103696,28727,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00103,화정공원,근린공원,,전라북도 전주시 덕진구 송천동2가 1356,35.8716157960,127.1364964560,36819,,,,,,2014-02-28,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00104,팔복문화공원,문화공원,전라북도 전주시 덕진구 구렛들1길 46,전라북도 전주시 덕진구 팔복동1가 243-3,35.86133297,127.1009481,13242,,,,,,2015-11-18,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00105,철도178호,근린공원,,전라북도 전주시 덕진구 우아동1가 942-1,35.8299135133,127.1764063669,36018,,,,,,2015-11-27,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00106,에코시티 1호공원,어린이공원,,전라북도 전주시 덕진구 송천동2가 377-66,35.8769131979,127.1149480231,1500,,,,,,2016-04-29,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00107,에코시티5호,근린공원,,전라북도 전주시 덕진구 송천동2가 377-70,35.8755864170,127.1112868696,11157,,,,,,2016-04-29,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00108,제187호 근린공원,근린공원,,전라북도 전주시 덕진구 우아동1가 1121,35.8255237,127.1762274729,5153,,,,,,2016-09-13,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00109,동산구역B,소공원,,전라북도 전주시 덕진구 여의동2가 551-3,35.8698979,127.0792306,499,,,,,,2017-07-14,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00110,동산구역A,소공원,,전라북도 전주시 덕진구 여의동2가 601-5,35.870165,127.080703,1405,,,,,,2017-07-14,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
45113-00111,추천대공원,소공원,전라북도 전주시 덕진구 추천로 82,전라북도 전주시 덕진구 팔복동2가 100-2,35.845709,127.1041981,4780,,,,,,2019-09-11,전라북도 전주시 자원순환본부 산림공원과,063-281-2689,2023-01-01
